station_id,model,horizon,condition,skill_rmse,variance_retention,std_ratio,correlation,amplitude_ratio,criterion_A,criterion_B,criterion_C,GHOST_SKILL,GHOST_SKILL_STATUS,adjudication_rationale
01022001_10_47,xgboost_direct,7,lags_only,0.22453000299524142,0.2594026141358389,0.5093158294573604,0.17347957653071103,0.5824664728197174,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,1,lags_only,0.02244310938624334,0.6459308315244046,0.8036982216755268,0.5763898066574368,0.8630985653325378,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,2,lags_only,0.07729289480877427,0.5680095761267513,0.7536641003303468,0.29612608809873026,0.8337998387393096,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,3,lags_only,0.08218296996493846,0.5002479206287975,0.707282065818721,0.20445894873779,0.7837397903634522,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,4,lags_only,0.09095663733769925,0.45780833700562845,0.6766153538057117,0.12875152743733828,0.7292888638158541,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,5,lags_only,0.09771767556354174,0.4246080484712241,0.6516195580791172,0.07483604549087569,0.7066725025000015,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,6,lags_only,0.09004061189439132,0.3778552468430355,0.6146993141716001,0.0409998414273788,0.6714760894430012,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,sarima,7,lags_only,0.08247386119176418,0.33652770539809773,0.580110080414138,0.02245682374514625,0.6280526262677985,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,2,lags_only,0.10268331832662621,0.2715405541083801,0.5210955326121882,0.1560703247928777,0.6909334387075866,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,3,lags_only,0.14048230976957418,0.2334261191066802,0.4831419243935267,0.09576735308316435,0.7110217507923167,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,4,lags_only,0.17600229447403748,0.2598060667010084,0.509711748639374,0.08364246623482767,0.7331348192316012,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,5,lags_only,0.21894892986580708,0.24642090775498984,0.4964080053292753,0.09583271755099278,0.6859501686870114,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,6,lags_only,0.23595864134985553,0.23839118899843792,0.48825320172881403,0.113761457628412,0.6798816705402712,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01036004_10_47,xgboost_direct,7,lags_only,0.23931302035345794,0.24530549704907942,0.49528324931202694,0.10271133925598236,0.7048788275813213,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,1,lags_only,0.029652990961405907,0.7400414805705248,0.8602566364582866,0.6299302449363657,0.8596185360620103,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,2,lags_only,0.06693830426324957,0.5880513961946913,0.766845092697796,0.35345841499160746,0.8302827846977672,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,3,lags_only,0.07753578530160786,0.4684696015242604,0.6844483921555083,0.23260439028629665,0.7727774082485803,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,4,lags_only,0.07377566940356008,0.38662669666279337,0.6217931301186861,0.17449189253331662,0.6801738363612371,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,5,lags_only,0.04255663089720216,0.318607254578386,0.5644530579050716,0.16396439116538677,0.5810444863164941,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,sarima,6,lags_only,0.007085182706667098,0.28684131070589636,0.5355756815856153,0.14634367699919767,0.5343638652612367,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,2,lags_only,0.1093771722919835,0.21845552644028435,0.46739226185323646,0.2125098264389997,0.5891398942664788,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,3,lags_only,0.18748810452883607,0.21555585014619966,0.4642799264949969,0.2243939431219522,0.6159168992332693,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,4,lags_only,0.2080577667568188,0.2066593803977096,0.4545980426681461,0.19340950993175973,0.5570614983804253,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,5,lags_only,0.18719957601581128,0.2040271229728923,0.4516936162631616,0.15750160129233387,0.5789678975705644,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,6,lags_only,0.19798393034176404,0.19248444462911649,0.4387304920211456,0.19559893518721264,0.5716247627826004,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01051001_10_49,xgboost_direct,7,lags_only,0.21511891171540234,0.1903842708164667,0.43633046056454355,0.19377183209593016,0.5395809791607564,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,1,lags_only,0.03977003727441764,0.6485852367110884,0.8053478979367168,0.6286690027215748,0.8651585269611108,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,2,lags_only,0.09543939330298506,0.5421852284649757,0.7363322812867678,0.3711682993796785,0.8326367820428698,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,3,lags_only,0.10424183264552885,0.4468812917201692,0.6684918037793502,0.25131125372849694,0.7538151663972996,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,4,lags_only,0.1168361350127365,0.37166323614980357,0.6096418917280895,0.13973732664134608,0.6837907587879368,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,5,lags_only,0.12478146149980712,0.31089427148716803,0.5575789374493696,0.061530573459658844,0.6085145695605662,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,6,lags_only,0.13199801517350052,0.27671332907010576,0.526035482710155,0.011054837809656699,0.5511185829973363,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,sarima,7,lags_only,0.13233965047948681,0.24507689494520446,0.4950524163613429,0.002385255159414985,0.5202212812688242,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,xgboost_direct,3,lags_only,0.1276163335754009,0.25556819921069673,0.5055375349177316,0.11775939924931458,0.6808662262368711,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,xgboost_direct,4,lags_only,0.14811677338754206,0.337273617113015,0.5807526298804122,0.08269474117089827,0.6499913691207304,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,xgboost_direct,5,lags_only,0.21083632075566539,0.2539198456560316,0.503904599756771,0.09378371313581708,0.5956061482429513,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,xgboost_direct,6,lags_only,0.22975497932518504,0.29333636881273606,0.5416053626144558,0.10255785729377562,0.6445106911996853,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01055001_10_47,xgboost_direct,7,lags_only,0.24307521564588766,0.2775687945719331,0.5268479805142401,0.10616298822891954,0.6689442034120914,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,sarima,2,lags_only,0.05527237798659126,0.5801143352686717,0.7616523716687762,0.3531896169651197,0.7373012473715054,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,sarima,3,lags_only,0.08147994783353507,0.47919790412078533,0.6922412181608268,0.25054178079573075,0.6715801788769753,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,sarima,4,lags_only,0.059387190710949465,0.31928390747064456,0.5650521281002706,0.1541141910148463,0.5920082172060129,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,sarima,5,lags_only,0.036349946139173625,0.26493875359465846,0.5147220158441432,0.11492490996271564,0.5407994081391995,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,2,lags_only,0.05944431908791778,0.3131747770150218,0.5596202078329746,0.1519012121865787,0.556365072014723,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,3,lags_only,0.1745301821330055,0.29191139643970065,0.540288253101713,0.17731098079979624,0.5324463917890715,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,4,lags_only,0.17920769382540877,0.26675643393587994,0.5164846889655877,0.14817718828408413,0.5407916406184368,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,5,lags_only,0.21625683702047444,0.2608448646974682,0.5107297374321064,0.20998353488229743,0.5547395223255037,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,6,lags_only,0.16671560492800755,0.36212573945734794,0.6017688422121471,0.1573488620812814,0.5959730310099464,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059008_10_49,xgboost_direct,7,lags_only,0.2163632229784758,0.2751692959267553,0.5245658165823954,0.15038193775672512,0.6154452502132917,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,sarima,2,lags_only,0.04782484437989051,0.5880244005116528,0.7668274907119937,0.325337448689603,0.8052548788036786,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,sarima,3,lags_only,0.05971715715816337,0.4711097677021523,0.6863743641061723,0.20798468706744627,0.6980201883183195,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,sarima,4,lags_only,0.04909848937423461,0.3785442707464038,0.615259514958041,0.16357325679981255,0.6090068190807999,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,sarima,5,lags_only,0.017842219179946165,0.30793256944811814,0.5549167229847359,0.13122003499471618,0.5499289712384334,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,2,lags_only,0.07564695661546672,0.30856666996372667,0.5554877766105449,0.17791839312574662,0.6419146712066212,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,3,lags_only,0.12417746397112263,0.33939307187619977,0.5825745204488434,0.12014215357226336,0.6849047132921751,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,4,lags_only,0.13222686836792444,0.34614241981469585,0.5883386948133668,0.08772735345496882,0.671004091738297,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,5,lags_only,0.14745316840655265,0.2873583678672518,0.5360581758235311,0.05724167994822307,0.6050100332349629,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,6,lags_only,0.15584421943458163,0.30319961231761394,0.5506356438858766,0.09040177307807691,0.6166260282606559,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059009_10_47,xgboost_direct,7,lags_only,0.18033726683462867,0.324586679268628,0.5697250909593398,0.10354440218738269,0.6517586162828853,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,2,lags_only,0.06152639595774712,0.5917889918999923,0.7692782278863691,0.3523259905186354,0.8025966466823597,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,3,lags_only,0.0844121995264104,0.48002415262036785,0.6928377534606265,0.22817471583256163,0.7504825717719881,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,4,lags_only,0.08409776602593856,0.39989718026095056,0.6323742406684119,0.1572143972150914,0.6791117113435785,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,5,lags_only,0.06911350125058772,0.34063368440273334,0.5836383164278485,0.13521997630685004,0.6400894688662707,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,6,lags_only,0.04930585889753378,0.2983652706748874,0.5462282221515905,0.11768953439430704,0.6009912571547481,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,sarima,7,lags_only,0.04217724141923229,0.2749879205904027,0.5243929066934475,0.07437223898817966,0.5607622139776732,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,2,lags_only,0.0765784130177184,0.23362429872717574,0.4833469755022532,0.17251060240984317,0.5970586723986911,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,3,lags_only,0.15284158593376374,0.21255749400557708,0.4610395796518745,0.1316491526046,0.5802971917275188,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,4,lags_only,0.18752809342242677,0.18241319179407992,0.4270985738609764,0.11687911599762028,0.5344250721860051,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,5,lags_only,0.18971353371254743,0.18300405285931515,0.42778972972631674,0.10817439325952564,0.5261640091317838,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,6,lags_only,0.20015757223950384,0.1812503654871911,0.42573508839088076,0.12450290404129911,0.5325682568772184,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
01059012_10_47,xgboost_direct,7,lags_only,0.23351564196973965,0.18705662665492875,0.4325004354390048,0.1450197891584927,0.5585061570233226,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,1,lags_only,0.22198333683151533,0.2505195610691768,0.5005192914056129,0.31749414803600357,0.7959149760893396,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,2,lags_only,0.38864232583930597,0.5783383042344546,0.760485571351919,0.3679470449713752,0.7900062268693232,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,3,lags_only,0.3688389897345835,0.545958465000855,0.7388900222637026,0.3571737417625606,0.7832717011190219,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,4,lags_only,0.39238687597006006,0.5118494673395362,0.7154365571729866,0.30498289746811635,0.7365197827190592,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,5,lags_only,0.406651500046733,0.48662137019914176,0.6975825185590174,0.3202775188660148,0.7212897347079529,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
03014009_10_46,sarima,6,lags_only,0.3682667328254609,0.46104678712703295,0.6790042614940153,0.36208262239206734,0.7149413035103357,PASS,FAIL,FAIL,NO,NOT_ADJUDICABLE,"Positive RMSE skill is present, but the preregistration deliberately provides no universal materiality cutoff and does not establish criterion C automatically from diagnostic deterioration."
